qid,question_text
1398,"Which film has the director who died earlier, Thedi Vandha Mappillai or Jet Storm?"
1399,"Which film has the director who died earlier, The Undercover Woman or Way Of A Gaucho?"
1400,"Which film has the director who was born later, The Devil And Miss Jones or The Man In The Funny Suit?"
1401,"Which film has the director born first, Mum'S Guest or One True Thing?"
1402,"Which film has the director who died later, Let'S Live Again or The Charm School (Film)?"
1403,"Which film has the director who is older than the other, The Sensual Man or Rogue Cop? "
1404,"Which film has the director died earlier, No, No, Nanette (1930 Film) or What'S Your Husband Doing??"
1405,"Which film whose director is younger, The Condemned or Mr. Chedworth Steps Out?"
1406,"Which film has the director died first, Red Sundown or Suvarna Sethuve?"
1407,"Which film whose director is younger, Khoon Ka Khoon or Idaho Transfer?"
1408,Are the directors of films The Princess In A Nightrobe and Amira & Sam both from the same country?
1409,Are director of film Captain Fracasse (1940 Film) and director of film Sexycop from the same country?
1410,"Which film has the director who was born first, Hills Of Hate or Creepshow?"
1411,"Which film has the director who died later, Lukket Avdeling or Three Hearts For Julia?"
1412,"Which film whose director is younger, I Enjoy The World With You or Fear On Trial?"
1413,"Which film whose director is younger, Appointment With Murder or Big Business Girl?"
1414,"Which film whose director is younger, Venus Of Venice or The Caper Of The Golden Bulls?"
1415,Do director of film Simha Jodi and director of film The Pauper Millionaire share the same nationality?
1416,"Which film whose director is younger, Hôtel Du Nord or Down In 'Arkansaw'?"
1417,"Which film has the director who is older than the other, Once Upon A Time In America or Aashrayam? "
1418,"Which film has the director died first, Her Adventurous Night or Lola Montès?"
1419,"Which film has the director born first, Lawless Valley or L'Inhumaine?"
1420,"Which film has the director who was born first, Adventures Of A Taxi Driver or Catch Me If You Can?"
1421,Do both films Deadbeat At Dawn and Fly Away Home have the directors from the same country?
1422,"Which film has the director born later, Gene Autry And The Mounties or Sunday'S Illness?"
1423,"Which film has the director born first, The Mysterious Mr. Davis or Queen X?"
1424,Are the directors of both films Won In The Clouds and I Died A Thousand Times from the same country?
1425,"Which film whose director is younger, Before The Bat'S Flight Is Done or Agar Tum Na Hote?"
1426,"Which film has the director who was born later, Bloody Moon or Hot Tamale?"
1427,"Which film has the director who was born earlier, The Red Eagle or Vishukkani?"
1428,"Which film has the director who was born later, Cyclone Fury or Heads I Win, Tails You Lose?"
1429,"Which film has the director born later, El Extraño Viaje or Life Begins With Love?"
1430,"Which film has the director died earlier, Ghutan or Confessions Of A Window Cleaner?"
1431,"Do both films, Afrika (Film) and Man From The Deep River, have the directors who are from the same country?"
1432,"Which film has the director born first, A.P.E.X. or Quax In Africa?"
1433,"Which film has the director who died later, Dumb Dicks or Joe Palooka In Triple Cross?"
1434,Do both directors of films Frisk (Film) and The Vessel (Film) share the same nationality?
1435,"Which film has the director who is older than the other, The Flowers Of War or Tan De Repente? "
1436,"Which film has the producer who is older, The Seventh Victim or Baby Face Morgan?"
1437,"Which film has the director who is older, Regarding Henry or Robot Overlords?"
1438,"Which film has the director who was born later, Love, Summer And Music or The Spaniard'S Curse?"
1439,"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?"
1440,"Which film has the director born first, Camere Da Letto or Mr. Perrin And Mr. Traill?"
1441,"Which film has the director who was born first, Sidewalks Of New York (2001 Film) or America As Seen By A Frenchman?"
1442,Are both directors of films Kill Me Three Times and Give And Take (Film) from the same country?
1443,"Which film has the director who died earlier, Aldri Annet Enn Bråk or True Confessions (Film)?"
1444,"Which film has the director who died later, Who'S The Man? or Check And Double Check?"
1445,"Which film has the director who is older, Senseless or Peões?"
1446,"Which film has the director who died later, Telefono Rosso or Four Hours To Kill!?"
1447,Do both films Happiness Of Three Women and Percy (1925 Film) have the directors from the same country?
1448,"Which film whose director was born first, Paid Back or Painted Angels?"
1449,"Which film has the director died earlier, Face Of A Fugitive or Ramachaari?"
1450,"Which film whose director is younger, A Joke Of Destiny or Whispering Smith Speaks?"
1451,"Which film has the director who is older, Road To Singapore or Melodies Of Vera Quarter?"
1452,Do both films Rain Man and Ping Pong Playa have the directors from the same country?
1453,"Which film has the director born first, Who Is Without Sin or Lost In The Suburbs?"
1454,"Which film whose director is younger, Ooh... Diese Ferien or Rogue Of The Range?"
1455,"Which film has the director who is older, L'Eclisse or Tell It To Sweeney?"
1456,"Which film has the director who was born earlier, Adam'S Rib or Thendral Veesum?"
1457,"Which film has the director who died first, Wild Horse Rodeo or The Desert Island?"
1458,"Which film has the director who is older, D@Bbe or The Curse Of The Jade Scorpion?"
1459,"Which film has the director who was born later, Walkover (Film) or Terry Tate: Office Linebacker?"
1460,"Which film has the director born first, Tiger Fangs or The Hours Of Love?"
1461,Do both films Shelter (2014 Film) and The Singing Detective (Film) have the directors from the same country?
1462,Do director of film Born American and director of film The White Raven (1998 Film) share the same nationality?
1463,"Which film whose director is younger, Cold Prey or Crime Scenes?"
1464,"Which film has the director died later, Sailor'S Luck or Lutaru Lalna?"
1465,"Which film has the director died first, My Husband'S Getting Married Today or The Hunting Of The Hawk?"
1466,Are director of film Dark River (2017 Film) and director of film Mahler (Film) from the same country?
1467,"Which film has the director who died earlier, Pure As A Lily or Dizzy Doctors?"
1468,"Which film has the director who died first, Invisible Ghost or Africa Texas Style?"
1469,"Which film has the director died earlier, La Cérémonie or Who Is The Guilty??"
1470,Are both directors of films At War In The Diamond Fields and 3 Godfathers (1948 Film) from the same country?
1471,Are both directors of films Coupe De Ville (Film) and Cold Weather from the same country?
1472,"Which film whose director is younger, Fear And Sand or The Cure For Love?"
1473,"Which film has the director who was born first, La Bella Antonia, Prima Monica E Poi Dimonia or The Commune?"
1474,"Which film has the director who is older than the other, I As In Icarus or Move Over, Darling? "
1475,"Which film has the director born later, Brutti Di Notte or Bir Türk'E Gönül Verdim?"
1476,"Which film has the director who died first, Hridayame Sakshi or Mofturi 1900?"
1477,"Which film has the director born later, La Soif De L'Or or Forelsket I København?"
1478,"Which film has the director born later, The Eagle'S Claw or America Abbayi?"
1479,"Which film has the director died later, Fugitives For A Night or Chinese In Paris?"
1480,"Which film has the director who is older than the other, Lemming (Film) or Hunger For Love? "
1481,"Which film has the director born earlier, Me First (Film) or My Lady'S Garter?"
1482,"Which film has the director born later, House Of Blackmail or Taxi Zum Klo?"
1483,Do both films Levity (Film) and I Come With The Rain have the directors that share the same nationality?
1484,"Which film has the director died later, Dahleez or The Lights Of Buenos Aires?"
1485,"Which film has the director died first, The Vein or Judgment Deferred?"
1486,"Which film has the director who died later, Return Of The Ewok or Rattle Of A Simple Man?"
1487,"Which film has the director born first, Fighting With Buffalo Bill or Steelyard Blues?"
1488,"Which film has the director born earlier, Cumbres De Hidalguía or Extraordinary Mission?"
1489,"Which film has the director who was born first, Texas Gun Fighter or What Will People Say??"
1490,"Which film has the director died later, Entede Bhanta or Weighed But Found Wanting?"
1491,"Which film has the director who died earlier, Flying Pat or Pension Mimosas?"
1492,"Which film whose director is younger, Last Feelings or The Dog Who Stopped The War?"
1493,Do both directors of films Rich And Strange and The Sunset Legion have the same nationality?
1494,"Which film has the director who is older than the other, The Children Of The Feud or Indiana Jones And The Temple Of Doom? "
1495,"Which film has the director who is older, 24/7: The Passion Of Life or Krishnan Love Story?"
1496,"Which film has the director who died later, Blazing The Overland Trail or Come On Marines!?"
1497,"Which film has the director who is older than the other, One Brief Summer or His Guardian Auto? "
1498,"Which film has the director born later, Ladro Lui, Ladra Lei or Blow Job (Soffio Erotico)?"
1499,Are the directors of both films Pretty Foe and Goin' Coconuts from the same country?
